PFE,DHR,SPG,ILMN,SHW,ZBH,CI,DLR,BSX,MOS,AMGN,VMC,ISRG,UHS,ARE,PKI,PKG,EW,APD,RMD,BMY,MAC,MCK,GILD,EQR,IDXX,MLM,IQV,PDCO,SLG,HSIC,WRK,EQIX,PRGO,FRT,REG,AMT,CCI,LLY,UDR,AVB,ALB,KIM,HUM,MRK,ESS,BAX,O,FMC,WY,NUE,BDX,ABBV,MDT,PLD,AIV,ALGN,DVA,COO,UNH,IRM,DGX,WAT,CNC,DRE,EMN,VNO,MTD,VTR,XRAY,BIIB,PPG,CAH,FCX,IFF,INCY,ABT,SBAC,MAA,IP,ECL,CF,REGN,VRTX,LYB,LH,JNJ,AVY,BXP,A,SYK,ZTS,HCA,HOLX,EXR,NEM,HST,PSA,ABC,SEE,TMO
0.04700273678190142,0.04382705180988928,0.0436311512653199,0.031225627299133644,0.051527351694580364,0.005885309267810237,0.01779063459698954,0.026011239855041553,0.03305658084739674,0.02967390463829283,-0.007041223450171291,0.03446280317782672,0.04631132063038088,0.041059371509093265,0.047050648297124326,0.04373181030985661,0.029501774802686623,0.045454560268854395,0.0006887545430655663,0.045924744506691054,0.04294731647805952,0.029602274162480506,0.03858583969206958,0.030086806657286518,0.04200267424460258,0.04367212217971692,0.035833844869440266,0.049440529805918634,0.013420496063658836,0.027676716982436848,0.037488622136267614,0.02447145487238324,0.024813021349645442,-0.001225376290058871,0.04109821089267937,0.04265925751119438,0.03668440572046453,0.04286662711743476,0.04123643716977828,0.04254398902736795,0.04389868533822838,0.03944869863140049,0.04132880954802859,0.01644350873487679,0.009463746436161716,0.04119825917470818,-0.012459387079142552,0.04511540849330807,-0.015357945104504861,0.019589509777087944,0.05188708565014002,0.011785194004400777,0.03802351611675735,0.03929416857503822,0.0478886646821557,0.03579438964108692,0.03793406551375927,0.04225631297814946,0.03265741697130627,0.04712896555508009,0.047770085972261615,0.04048318693236756,0.047457457391878864,0.022619432366371504,0.047135613511905254,0.025944572809230643,0.02026926430234898,0.047257519095138444,0.032579474314023076,0.03139511118749959,0.026358539903639417,0.03819491968357119,0.013869690204198603,0.03010570542759721,0.034975828873229545,-0.024457043400236852,0.021568482679515145,0.032378061256531226,0.050143919072212835,0.03412984781686849,0.024673883410949674,0.025374904534432426,0.024453967214304005,-0.025937237131313413,0.022559564711463944,0.04460351032968617,0.03453942779831723,0.04311838398757591,0.03679349350736589,0.04069589521060848,0.036756267783440745,0.045525123428055876,0.04636236849061181,0.008331629579992028,0.049201220335042144,-0.0015876818707194608,0.02521337969063731,0.05278105670960908,0.03956371385995073,0.05130179767018331,0.03328135695255134
0.04382705180988928,0.05308959641400837,0.05089615526118611,0.04195909705304177,0.05593927698450626,0.012098517554228897,0.020285764007329513,0.034274792137040246,0.042754796319946,0.036142394505965084,-0.004571059876829662,0.043132487253027346,0.053021464442977215,0.043359192469223144,0.04997501128904467,0.04923578921445711,0.030707053730016476,0.05089712325452543,0.0006403722041209253,0.05200934299952423,0.04877266584654962,0.035219776750360414,0.042139519138294855,0.036353678911156435,0.0486227558645934,0.05449462919848822,0.04443942689865649,0.05942465056137428,0.012315324280996886,0.03137328260943973,0.04056874320806631,0.026643069188941514,0.0323303698247521,-0.007880368554699806,0.046579350356908515,0.04829526401518288,0.04335749245648864,0.05095209073656247,0.05068193958036717,0.04910263393000991,0.05068088829028472,0.044275994275517455,0.047653457627720955,0.022962665286067094,0.0023162270173469057,0.0477355590599204,-0.013072293789233072,0.049108319035180766,-0.02190054402051274,0.023586193062126982,0.056371015587520584,0.01895838524997093,0.04070641175515038,0.04519820192974117,0.057817906245944184,0.041575001609064126,0.04590625475529488,0.044302054548630086,0.04153957436484292,0.052789069055695144,0.05529948484785289,0.0458746622257118,0.05705381566087411,0.02950546147255293,0.056857833346656575,0.028871725543598497,0.021052710125153827,0.055482203054830016,0.03757999186371245,0.0362931066725069,0.034063417483760246,0.04128842743723702,0.01411480031958144,0.03690728722642178,0.04355486028779102,-0.025137759247853077,0.03385763968265806,0.035558906899947125,0.060113188711328036,0.03906424806889966,0.01950616131729498,0.02938044190261566,0.028727371015042417,-0.03505096001744272,0.025221960415584433,0.05543986329095784,0.04083554615558092,0.051286438855602155,0.03710335391679929,0.04781005946408383,0.04320025941269698,0.05427034883284428,0.053197987829853556,0.014307655073189566,0.058999875400576884,-0.003598421994074701,0.027014039622866404,0.0637914797726272,0.04719763806619815,0.05669517173187099,0.04410666559788827
0.0436311512653199,0.05089615526118611,0.10554612380289743,0.06792331287372673,0.07126280364619554,0.05139171930455947,0.06681768918859432,0.02691531768616892,0.06011752783522601,0.0906649197413166,0.011372896053864932,0.07731341494958072,0.057507319933645905,0.07900838975116432,0.05883340348446932,0.04546131586784337,0.059473254929929976,0.05698644242993614,-0.0028112004391701896,0.05012065980087019,0.06215680449688995,0.0670136236419291,0.07715839287625195,0.05212292715415057,0.08727510676344784,0.0723544428475011,0.0817953104207339,0.08952685581795715,0.05152870547813138,0.07899398664595414,0.06390418288409848,0.06638466458382242,0.009728090143314602,-0.02169376658881314,0.09204667374768602,0.09587064601863479,0.04075802792154791,0.0699902357573091,0.07407680339668121,0.08007721244486661,0.08109552809593823,0.06307404107203672,0.09941111693193255,0.024291753000104326,-0.022914820087029802,0.08335833906701291,0.004481987568215931,0.07163902274639879,-0.005310838901505991,0.06416960072823864,0.08588863226249523,0.027349091918100057,0.07505969537211989,0.07540330565922096,0.07058668637215598,0.07608123455357256,0.0723144773600017,0.06731308952416346,0.06198110049896475,0.0792062288514755,0.09678210943933305,0.04972394048718991,0.0796656618005205,0.04285501678183543,0.07780572755698605,0.07411223778673669,0.07369614692611187,0.06718677379248873,0.08159062953348076,0.08631569251788256,0.042638870623091664,0.07519234065080432,0.05283020301565229,0.08777494411722936,0.08066239661412701,-0.04131317938154753,0.05440416758615788,0.018389940558340735,0.08448228532503642,0.07479971977350908,0.03721396447273406,0.08188096278675724,-0.005106397180148759,-0.05542553925894327,0.07459334007767689,0.08497089244135489,0.0682199581700159,0.09267088057401442,0.07743656542468826,0.06552660189925978,0.07138599084722953,0.04947057475042206,0.08135672481834216,0.00738369465459532,0.0812263427352581,0.004746318684064454,0.08350067094649521,0.08419540826344492,0.08399555557216626,0.08206739575437125,0.032045109962021735
0.031225627299133644,0.04195909705304177,0.06792331287372673,0.06218736335803265,0.0447638694353918,0.027167892132360476,0.030411206533328287,0.02256324823400496,0.04391930346419825,0.054045221822534927,0.0035900597609188757,0.04751611262731743,0.04672730374178417,0.045805101957243154,0.0467528043553074,0.04268198536334344,0.03211884718822131,0.046097190066044964,-0.010797886162842059,0.044423853869544276,0.04218251120940665,0.0482057360631833,0.048053494190454765,0.041181964132078974,0.05839666400380113,0.05710276067448639,0.05170689595321212,0.06003559909791011,0.02783684980885636,0.047269829317103794,0.04015442538016823,0.031539212389409835,0.017140524134576656,-0.014266261240323878,0.05745022605028215,0.05859126654992118,0.032166094245235116,0.045269029704642076,0.06149501928669419,0.055117744158595536,0.055295482129918104,0.04875413406857164,0.0625527990799427,0.006431867829635341,-0.011970884784493513,0.0548566408103107,-0.010404752243300511,0.04601962765211452,-0.01735849224397234,0.036593948006370856,0.05287212205577738,0.028639032669973565,0.04903771886867434,0.049062728568510634,0.05216705233397468,0.04644319024802132,0.05282820239963812,0.04424458708382019,0.04587109624009528,0.04695524215912703,0.06382161925293267,0.03464417401971318,0.05996531063061276,0.021965488752037066,0.055308334011861096,0.041331428212347684,0.0370396418490189,0.05054688580394927,0.051908154877589735,0.04729764084882008,0.03667507410591635,0.038817958906105864,0.025226302784661866,0.05291394180954928,0.055586444336426635,-0.02415096843839258,0.04505418746410855,0.017199986080371456,0.060666004770628404,0.04147300335684347,0.019862950770167878,0.049201349119009974,0.0066958488141874205,-0.03737868206971523,0.04115548080767277,0.058165500094680245,0.051342168520395644,0.05602054937212258,0.046335499311057626,0.0487425330882979,0.04758623423913913,0.04187448061549326,0.056876121378878035,0.019488319145215063,0.05641660962006122,-0.010190944437848036,0.046061488916240845,0.05819504600438257,0.049818427194994526,0.05231743319576946,0.035839213359769834
0.051527351694580364,0.05593927698450626,0.07126280364619554,0.0447638694353918,0.07555526570005702,0.024993116730858984,0.040462742682428894,0.04129228202605418,0.05602434178113363,0.05680783603340055,0.007218044352108768,0.05805481867791445,0.05947144267751731,0.06414384543939601,0.05957249665568041,0.049405059238517623,0.044402891421294756,0.058221810860583124,0.013370829924797779,0.052695856781547847,0.06088012559065039,0.0452934539313257,0.057756471850243095,0.04565803594057653,0.0652862862552684,0.0608989322628203,0.05842956508810874,0.07716245907133319,0.026076587199648227,0.048201696393452884,0.0570844428375787,0.046115798286608306,0.031703526710587626,-0.005256692343119309,0.06609826655302414,0.06941369909256065,0.05280848202772311,0.06873499104747767,0.05682209364463067,0.06299261389610677,0.06567266422125993,0.050482963355470256,0.06825840998161196,0.03491707297587172,0.001710354475134196,0.06346410574108999,0.0010927063361201124,0.06933381416284642,-0.01082345361266139,0.04061531108152176,0.0772202323459345,0.01585590705965542,0.05548963320264147,0.05964919706506739,0.07090123049950285,0.06282607760241231,0.05325807338035218,0.05713679055759972,0.047782697537113616,0.07196139157446811,0.07666102269030763,0.05210009221887624,0.06720569415519483,0.04130511305254845,0.0714462412799024,0.046933740047692026,0.04153219078021988,0.06359431240671162,0.053820147400914065,0.057980753453508886,0.039152695475369294,0.06470189929994978,0.029588147098720166,0.056354770895726485,0.05922182893291225,-0.031035461704619426,0.034099920378003454,0.03990569140028265,0.07382325411316956,0.0576066361529652,0.029995173335376088,0.049499408707813816,0.022774011341926238,-0.03852230089805737,0.043497911179559826,0.06877420211716843,0.0521535042116043,0.07127662036164681,0.05603114374354632,0.055684173135096604,0.05425251339044588,0.05996238917363431,0.06687572648315868,-0.0006574800614357119,0.07286506129600764,0.014200574748508416,0.04676766922367026,0.07914185912975208,0.06611764643161493,0.07540317005768284,0.036708787119917305
0.005885309267810237,0.012098517554228897,0.05139171930455947,0.027167892132360476,0.024993116730858984,0.052716376932120765,0.05154230658232342,-0.00034262696877906544,0.023744460825746345,0.05532637396742205,0.02255825313833267,0.04212856913071335,0.01683656753841033,0.04138577069149765,0.013768604999974454,0.007840058078134796,0.03861697716629418,0.014434284295906931,0.0003023110239902043,0.008202827509920964,0.026792844910205064,0.030721082241320075,0.04276093450165545,0.017576375398004173,0.03745566792573443,0.026244608077454927,0.04346948486647791,0.03915424843586201,0.0411539666232493,0.04357086909100931,0.03242932742516523,0.041912200475928515,-0.014904539510689343,-0.018644099797917726,0.04266034222335992,0.04627869189462681,0.0027511291104996894,0.02363050355148142,0.02442765916201778,0.03221904919205325,0.029984435162616688,0.025896832267286504,0.05140125544025678,0.019988100937627387,-0.02138631973783493,0.03618138967364132,0.025869242098563963,0.024520117078722786,0.020366705324710854,0.04701194183632507,0.03021589887971369,0.027826820725465266,0.03935773917530931,0.04188855432645499,0.019182650733566595,0.03570294588155875,0.035797880396053416,0.032723127537110125,0.030121403204086263,0.037462818975405265,0.039241183799587284,0.015482549676667089,0.029184071649578334,0.02183991538326511,0.02740124418693507,0.045470619685259714,0.04321297084815156,0.025287329430338283,0.041384614622089935,0.05601816093378966,0.004344934489858322,0.042130928333239684,0.04545764997318161,0.05323774083695832,0.035774409234067835,-0.008954330892213373,0.032044868173059696,-0.012813140210036303,0.0293741686460338,0.039593238980834396,0.026505179703639057,0.049300675254470454,-0.026536044189595046,-0.023689347140322285,0.04753882339178744,0.03729508658674721,0.03332197292976028,0.046659752291684564,0.034437633200467235,0.024576021798978855,0.039795227759682,0.005923305321478649,0.03361636362865943,0.006068346706241229,0.02629885306572418,0.010446401903508507,0.053411944993840554,0.02719539629540267,0.04610862160894461,0.029705186304600346,0.007583458678450703
0.01779063459698954,0.020285764007329513,0.06681768918859432,0.030411206533328287,0.040462742682428894,0.05154230658232342,0.06766995470739037,0.003508216326323282,0.026252927885856352,0.06656090117458327,0.02048088064209033,0.05260955373779453,0.024070457888208274,0.05733589572057965,0.023150564947817556,0.01559063685882603,0.04984244107573611,0.021328440974349796,0.0034050241113529516,0.01832303482980623,0.04062033042304343,0.04069665340630184,0.05845082133032475,0.02305303817147393,0.05215924265801093,0.03671793489156596,0.05538289543766533,0.05259302441797664,0.04905939666473271,0.05699388306660365,0.044748300076472416,0.055695292853081536,-0.012345017146222381,-0.01634467900964034,0.057622027175750073,0.062193641033900834,0.010381360063164072,0.037579117136123115,0.032615744324700616,0.046008118618368406,0.04488991772186806,0.03443355189501301,0.06613304348750196,0.02947293502386085,-0.020729254933339925,0.05170473799116317,0.023115377519407884,0.035794685779691075,0.02022120259860799,0.05183111053158367,0.0488126743564624,0.02353169999118961,0.05205086603402107,0.049619617715323125,0.031140633751920686,0.046467041164830955,0.04588902182864814,0.04706410566082577,0.033884381830869933,0.05574976836185014,0.055713825836072976,0.027297858195810105,0.04113240921086426,0.037891799972675645,0.04115150009673706,0.05807547771596685,0.057709148649011506,0.03592062024778002,0.05413446263566409,0.07065532627164131,0.011830894823618382,0.05872905707351992,0.05679260187135201,0.06522319168801008,0.04364936230562144,-0.021333218136740616,0.03314402813818277,-0.006654203570833852,0.0438685860450634,0.055777186345599084,0.030777528832019136,0.06053224358043787,-0.024795987883876266,-0.036292050193727186,0.057998003699966945,0.05060374616561344,0.04023403575118788,0.06250911475535703,0.049738210489961264,0.03398885037061431,0.04661799249867062,0.014890776811555945,0.04686611393131961,0.001143118803672622,0.040896687857688546,0.018082730988940747,0.06594314869801228,0.042247933313958055,0.06184843325881329,0.047868959882870356,0.011219340000978817
0.026011239855041553,0.034274792137040246,0.02691531768616892,0.02256324823400496,0.04129228202605418,-0.00034262696877906544,0.003508216326323282,0.055317237624382856,0.04672662359733743,0.01667527961822723,0.01166670814048353,0.024331825960108487,0.03466089623010314,0.0211659584031566,0.035496327867219825,0.023190684937646675,0.004404460296610325,0.03557623897002596,0.02546204423098038,0.02570218928039059,0.03163525098307696,0.01818867777298287,0.014369897341548562,0.03440041638431558,0.030532992375145,0.029565142238265833,0.021352181757296834,0.04235611334270038,-0.002077519923313788,0.013654011869637064,0.02638194793328808,0.012842898578747299,0.04801342592514254,0.005082933269867344,0.02772828034935567,0.02836582059390245,0.04868245133814621,0.05128138420994206,0.02958367846967606,0.02918049995662261,0.03434440434054301,0.015538377634172009,0.024253728546048785,0.02816206467374562,0.006920424200323969,0.027260539042632537,0.0036912384946340784,0.04773574011598896,-0.01715802761562423,0.009630573041579028,0.04205503597723447,0.0003979114820809494,0.012424778621249266,0.023505494795240892,0.05349212411578812,0.038892502660192445,0.013991707561928877,0.015072189017268896,0.02261638380810042,0.03488112411611301,0.04427439979332296,0.026912206246244692,0.03438600291984028,0.0279745400023117,0.04624081403561063,0.008542318267531481,0.011777858879572138,0.03160021127777934,0.016913602484820402,0.015365864583908475,0.03796768580462022,0.02836825097662255,-0.0016213091652789555,0.014063560961478191,0.0334698364613744,-0.00529553845950598,0.012074390424091036,0.043145396471833825,0.04291942641270673,0.02238264980545095,-0.0018017098403283395,0.011590712473867587,0.0372218755709384,-0.013977699605531822,0.005960051127209643,0.033402927555346774,0.023676417543624272,0.030495091276460454,0.02010310162878807,0.02687270911647285,0.01870248082885764,0.042503123527180706,0.029489203661135818,-0.014458264115670172,0.04558619961852394,0.01572620760990235,0.004260518807924403,0.0523390480344597,0.030226263449412646,0.04024343664196084,0.021026107431698412
0.03305658084739674,0.042754796319946,0.06011752783522601,0.04391930346419825,0.05602434178113363,0.023744460825746345,0.026252927885856352,0.04672662359733743,0.07154768812763566,0.047754053065127706,0.02226072229132401,0.04760112240217748,0.047710501870076256,0.043495642705128346,0.04745769586299094,0.03036388832555801,0.020574914896135922,0.049396203659892626,0.02335339235498775,0.03380974438795747,0.04482833763878585,0.035624054323750855,0.036914520175993774,0.049893463458581706,0.05775593887903854,0.04746239299081864,0.04539262694338447,0.06625766244491667,0.013261386596164933,0.03901440696289351,0.04296566681788537,0.03171945196162855,0.0350224837517122,-0.0029961305990121347,0.05729771045861793,0.058689289382758275,0.05215279834016442,0.06154013402852561,0.05099403467446092,0.05297783312011991,0.05734510299378491,0.03281689724682133,0.05616128410085132,0.03275836002111369,0.00040738865439127967,0.051932283049047935,0.01147480651353094,0.06668674086048615,-0.017507145432555837,0.03353680802243115,0.06261823112136918,0.010282717908733318,0.03709935816045365,0.04841776772040115,0.06449524242333335,0.05984300849372639,0.03287212887364737,0.03054420093110476,0.04280032342825877,0.05433088660418177,0.0704301718381359,0.033178549012371696,0.05447104402180546,0.033259253142356435,0.06188787185845673,0.03188064672161527,0.037600652363315896,0.045730961770076066,0.04602161906318203,0.044750202926857975,0.043024093897384964,0.04581053788335146,0.017920413230647855,0.04425159918209906,0.06287686057873876,-0.020360858706073917,0.03137002571056365,0.038884093457101414,0.06381724304280073,0.04013140707146217,0.013622199651816392,0.04160739916597891,0.02632486959191394,-0.022475338769049235,0.03320797608806068,0.05644595268392944,0.0451825459514328,0.05592877639818524,0.04417970886939924,0.04257880471590643,0.039779748134944594,0.05006536101836409,0.05356418853719899,-0.013626185725574813,0.06478423031603281,0.015035597331503307,0.03464711571713907,0.06981682396772275,0.05460286552433024,0.05736395875875174,0.022376213311716926
0.02967390463829283,0.036142394505965084,0.0906649197413166,0.054045221822534927,0.05680783603340055,0.05532637396742205,0.06656090117458327,0.01667527961822723,0.047754053065127706,0.08914502762649731,0.017879483370735017,0.0723036848652427,0.04043055978431352,0.06748705436497981,0.041160810009371614,0.03077494470150361,0.057711764215796095,0.03881840160548046,-0.000580646137053148,0.0297408526142286,0.04848769615652626,0.05557119745618397,0.06724879602584892,0.042901536106213306,0.07062163178480253,0.05447376511808975,0.07408436047703204,0.07335447566291123,0.053018473622851635,0.06865266601462068,0.05519418149045026,0.06394091865316034,-0.005176805349177661,-0.028542578598651502,0.07592269394631265,0.08117109196029153,0.023179735962649814,0.0514019209236601,0.05829670073473206,0.06273231328540825,0.06251273640580954,0.052529498283754236,0.0868167958407444,0.021226679882793423,-0.027994991210318367,0.06615753762268785,0.013707381428880581,0.05384480355931529,0.005478236652214871,0.06559681472500727,0.07032629977997396,0.028955242964658456,0.0644015946419459,0.06554848318584602,0.05143334149349691,0.06483051825197379,0.06095951015241715,0.05671209749703409,0.053696009162592595,0.06610313312568027,0.08088406072153806,0.03903586449934427,0.06252931530634218,0.032599207978622334,0.059390059791518346,0.07011622763906994,0.06569486999955705,0.05073063224605204,0.06717044271580695,0.08193077039783643,0.026817159589188965,0.06712818071608394,0.050431885417225916,0.08355240436312768,0.06820569745451284,-0.029568252865834824,0.04953798519211979,0.0025670107491558214,0.06470539774508954,0.06619264799738166,0.03445207587643257,0.07779694564571542,-0.01724382758319837,-0.04369749318722437,0.07286013722465917,0.07203746945716416,0.060091640863654615,0.08120273117265044,0.06236508165173119,0.051400223878018535,0.05993560713186379,0.029747060691590707,0.06645638042522437,0.007126296974337483,0.06142490486657874,0.01052266255581995,0.07687878863045745,0.06307877507019484,0.07475495003462798,0.06467446980942726,0.020503125031927007
